ID,Age,Gender,Marital Status,Income Level,Purchase History,Coverage,Premium,Education Level,Geographic Information,Occupation,Behavioral Data,Interactions with Customer Service,Insurance Products Owned,Policy Type,Customer Preferences,Preferred Communication Channel,Preferred Contact Time,Preferred Language
3945,43,Male,Divorced,5834.251431,3/25/2023,5450.7,12.783,Master's Degree,Mizoram,Manager,policy1,Phone,policy1,Group,Phone,Mail,Afternoon,French
3946,47,Female,Widowed,6543.148632,5/22/2000,30783.1,171.709,High School Diploma,Uttarakhand,Lawyer,policy1,In-Person,policy2,Business,In-Person Meeting,Email,Weekends,English
3947,27,Female,Single,2482.320404,10/22/2022,47240.5,2269.209,High School Diploma,Goa,Teacher,policy1,Mobile App,policy2,Business,Mail,In-Person Meeting,Afternoon,German
3948,39,Male,Single,7986.49195,12/2/2023,44147.9,190.217,High School Diploma,Delhi,Nurse,policy5,Email,policy1,Business,Email,Phone,Evening,French
3949,25,Male,Single,1830.391926,3/16/2025,47812.7,1679.72,Doctorate,Uttar Pradesh,Salesperson,policy4,Mobile App,policy2,Group,Email,Text,Weekends,French
3950,53,Female,Widowed,4971.020134,5/23/1976,28487.3,213.914,Doctorate,Chhattisgarh,Lawyer,policy2,Email,policy3,Business,Email,In-Person Meeting,Weekends,English
3951,35,Female,Single,3211.467497,1/18/2023,41983.6,574.867,High School Diploma,Himachal Pradesh,Artist,policy4,Email,policy4,Group,Email,Phone,Afternoon,Spanish
3952,45,Female,Married,3117.973249,10/24/2022,8975.8,219.628,Master's Degree,Telangana,Salesperson,policy1,Mobile App,policy1,Family,Text,Mail,Anytime,German
3953,35,Female,Married,2500.899901,1/29/2019,23445.6,586.501,Associate Degree,Delhi,Teacher,policy4,Chat,policy5,Group,Phone,Email,Morning,Spanish
3954,18,Male,Single,1618.479883,11/26/2022,23406.4,718.083,Bachelor's Degree,Gujarat,Artist,policy1,In-Person,policy5,Group,Mail,Email,Weekends,French
3955,47,Male,Single,7764.635856,10/17/2020,7269.4,23.3,Bachelor's Degree,Dadra and Nagar Haveli,Engineer,policy3,Mobile App,policy2,Family,Text,Mail,Weekends,English
3956,40,Male,Single,8911.139657,1/11/2022,33274.5,61.13,Bachelor's Degree,Chandigarh,Entrepreneur,policy3,In-Person,policy2,Business,Email,Mail,Anytime,Mandarin
3957,24,Female,Single,903.6688478,5/18/2024,22250.2,952.676,Associate Degree,West Bengal,Entrepreneur,policy5,Phone,policy5,Family,Mail,Text,Afternoon,German
3958,29,Female,Single,2291.03248,12/22/2023,26067.7,1141.519,Bachelor's Degree,Sikkim,Teacher,policy3,Mobile App,policy4,Group,Mail,Email,Afternoon,English
3959,34,Female,Divorced,3705.250643,4/17/2016,36975.9,400.507,Bachelor's Degree,Chhattisgarh,Engineer,policy2,Chat,policy2,Group,Phone,Email,Afternoon,French
3960,59,Male,Divorced,5428.239119,7/20/2001,20769.9,158.133,Bachelor's Degree,Daman and Diu,Artist,policy4,Email,policy1,Group,Email,Email,Morning,French
3961,45,Male,Divorced,4483.499455,6/5/2023,17236.6,28.096,High School Diploma,Meghalaya,Manager,policy1,Chat,policy1,Business,In-Person Meeting,In-Person Meeting,Weekends,German
3962,43,Male,Married,2190.653023,2/7/2021,49890.6,727.281,Associate Degree,Madhya Pradesh,Salesperson,policy5,Chat,policy1,Business,Email,In-Person Meeting,Afternoon,Spanish
3963,26,Female,Divorced,6904.373836,7/28/2022,42754.4,208.312,High School Diploma,Madhya Pradesh,Artist,policy4,Chat,policy3,Business,Phone,Phone,Afternoon,English
3964,75,Female,Married,4017.372581,4/4/2003,34947.9,237.053,High School Diploma,Jharkhand,Teacher,policy4,Phone,policy2,Group,Mail,In-Person Meeting,Weekends,Spanish
3965,20,Female,Married,1847.44513,11/25/2023,10099,330.663,Master's Degree,Jharkhand,Salesperson,policy2,In-Person,policy1,Group,Email,Phone,Anytime,Spanish
3966,41,Female,Married,4310.814267,11/12/2015,33647.9,892.572,Associate Degree,Manipur,Teacher,policy4,Phone,policy2,Group,Phone,In-Person Meeting,Morning,English
3967,43,Female,Divorced,2185.211827,11/8/2018,37931.7,759.073,High School Diploma,Himachal Pradesh,Salesperson,policy4,Mobile App,policy1,Family,In-Person Meeting,Mail,Weekends,German
3968,42,Male,Divorced,9503.201736,11/7/2021,14470.2,37.128,Bachelor's Degree,Kerala,Teacher,policy1,Email,policy4,Family,Email,Mail,Morning,Mandarin
3969,28,Male,Single,5790.882631,3/25/2024,48865.5,123.528,Bachelor's Degree,Kerala,Salesperson,policy5,Chat,policy2,Group,Mail,Text,Afternoon,English
3970,19,Male,Married,2257.122095,5/14/2023,27018.4,884.28,Doctorate,Telangana,Manager,policy1,Email,policy1,Business,Text,In-Person Meeting,Morning,English
3971,36,Female,Divorced,2101.540289,1/7/2024,20200.8,249.019,Master's Degree,Bihar,Salesperson,policy5,Email,policy1,Individual,Mail,Phone,Afternoon,French
3972,42,Female,Married,3536.012767,4/5/2016,36792.2,417.412,Master's Degree,Jharkhand,Teacher,policy3,Chat,policy4,Family,Phone,In-Person Meeting,Weekends,German
3973,18,Male,Divorced,880.0763092,6/27/2024,48866.1,1936.411,Associate Degree,Goa,Salesperson,policy1,Email,policy1,Group,Email,In-Person Meeting,Afternoon,French
3974,53,Male,Divorced,9105.817664,4/10/2023,40163.7,137.523,Associate Degree,Karnataka,Entrepreneur,policy2,In-Person,policy5,Individual,Email,In-Person Meeting,Anytime,Spanish
3975,40,Female,Single,1396.099131,1/28/2025,36782.4,1698.991,Bachelor's Degree,Madhya Pradesh,Salesperson,policy3,Mobile App,policy5,Group,Email,Mail,Weekends,German
3976,32,Female,Married,2231.006965,9/4/2019,46334.7,931.799,Associate Degree,Haryana,Nurse,policy2,Mobile App,policy2,Group,In-Person Meeting,Phone,Weekends,French
3977,43,Male,Single,9952.507226,8/29/2020,36177.6,159.753,High School Diploma,Dadra and Nagar Haveli,Manager,policy3,Chat,policy4,Family,Phone,Mail,Morning,English
3978,45,Female,Widowed,6149.240571,5/21/2010,14642.6,113.113,Associate Degree,Kerala,Engineer,policy5,In-Person,policy3,Group,Phone,In-Person Meeting,Anytime,Mandarin
3979,47,Female,Widowed,4036.399685,3/8/1979,16514,138.055,Doctorate,Uttarakhand,Salesperson,policy1,Chat,policy3,Group,In-Person Meeting,Email,Morning,French
3980,39,Male,Divorced,8562.484228,3/20/2023,42485.7,90.398,Doctorate,Maharashtra,Doctor,policy3,Email,policy5,Family,Mail,Mail,Morning,Mandarin
3981,42,Female,Married,2851.092193,9/9/2021,17035.6,287.099,Master's Degree,Tamil Nadu,Nurse,policy2,Mobile App,policy5,Business,Email,Mail,Anytime,German
3982,58,Male,Widowed,3294.718242,3/5/2015,7704.3,47.482,Associate Degree,Nagaland,Entrepreneur,policy3,Phone,policy2,Group,Text,Email,Weekends,English
3983,29,Female,Married,1651.266336,9/17/2024,42848,1672.261,Bachelor's Degree,Odisha,Teacher,policy1,Phone,policy5,Business,Text,In-Person Meeting,Anytime,Spanish
3984,39,Male,Married,3754.176356,5/28/2022,47705.6,787.344,High School Diploma,Manipur,Lawyer,policy1,In-Person,policy5,Group,Email,Phone,Weekends,French
3985,48,Female,Married,4507.910857,3/28/2008,15412.7,141.798,Associate Degree,Meghalaya,Lawyer,policy4,Phone,policy1,Group,In-Person Meeting,Phone,Weekends,French
3986,37,Male,Single,6189.68971,9/24/2021,17681.2,54.423,High School Diploma,Uttarakhand,Engineer,policy1,Chat,policy1,Business,Email,Email,Morning,French
3987,63,Female,Married,4140.051426,1/16/1996,49084.7,296.82,Doctorate,Delhi,Salesperson,policy1,Phone,policy3,Family,Email,Text,Anytime,Spanish
3988,38,Male,Separated,10284.95131,6/11/2023,18517.4,64.086,Doctorate,Goa,Entrepreneur,policy3,Phone,policy4,Group,Mail,Phone,Weekends,French
3989,20,Male,Single,1326.395359,7/3/2023,26417.6,900.832,Doctorate,Chhattisgarh,Manager,policy1,Chat,policy3,Business,Email,In-Person Meeting,Afternoon,English
3990,35,Female,Divorced,5373.595198,5/2/2022,16130.1,49.733,Associate Degree,Gujarat,Salesperson,policy2,Chat,policy4,Group,Mail,In-Person Meeting,Anytime,French
3991,44,Male,Married,3026.513565,5/17/2020,28132.4,657.099,Doctorate,Tripura,Entrepreneur,policy1,Phone,policy5,Individual,Email,Phone,Weekends,French
3992,69,Female,Married,5992.390587,7/16/2010,27769.3,216.871,Doctorate,Gujarat,Nurse,policy3,Chat,policy4,Family,Email,Email,Afternoon,French
3993,48,Male,Divorced,8074.461126,2/17/2022,17318.2,54.728,Associate Degree,Delhi,Entrepreneur,policy5,In-Person,policy3,Group,Text,Text,Morning,German
3994,37,Female,Divorced,1738.183257,11/3/2022,29603.8,863.029,Associate Degree,Andaman and Nicobar Islands,Doctor,policy2,Chat,policy2,Business,Text,In-Person Meeting,Weekends,French
3995,46,Female,Widowed,5897.708725,5/10/1982,29475.4,234.02,Bachelor's Degree,Madhya Pradesh,Salesperson,policy3,In-Person,policy4,Business,In-Person Meeting,Email,Evening,Spanish
3996,34,Male,Divorced,2984.544336,11/16/2021,10423.8,175.206,Bachelor's Degree,Rajasthan,Manager,policy3,Chat,policy3,Group,In-Person Meeting,Phone,Weekends,French
3997,44,Female,Divorced,3996.626921,11/6/2023,10923.4,237.77,Master's Degree,Karnataka,Lawyer,policy3,Chat,policy1,Group,Mail,Mail,Weekends,Mandarin
3998,33,Female,Married,2777.724461,7/24/2023,22342.3,355.611,Master's Degree,Maharashtra,Entrepreneur,policy3,In-Person,policy3,Business,Mail,In-Person Meeting,Weekends,German
3999,28,Male,Single,1710.63823,9/7/2023,34084.3,1082.927,Bachelor's Degree,Jharkhand,Entrepreneur,policy4,In-Person,policy2,Business,In-Person Meeting,In-Person Meeting,Weekends,Mandarin
4000,59,Female,Married,4783.481331,8/24/1993,32250.2,293.203,Bachelor's Degree,Tripura,Teacher,policy5,In-Person,policy3,Group,Phone,Text,Morning,German
4001,59,Female,Widowed,5422.59444,3/28/2017,20809.7,105.573,Master's Degree,Manipur,Teacher,policy1,In-Person,policy4,Business,Mail,Text,Weekends,German
4002,44,Male,Separated,9298.668066,4/12/2022,37839.3,89.675,Doctorate,Kerala,Lawyer,policy4,Phone,policy2,Business,Mail,Phone,Weekends,Mandarin
4003,43,Male,Married,6457.958312,2/24/1980,12423.1,93.02,Doctorate,Rajasthan,Entrepreneur,policy5,Phone,policy2,Business,Text,In-Person Meeting,Evening,Mandarin
4004,23,Male,Married,1589.724399,11/17/2023,11482,385.461,High School Diploma,Uttar Pradesh,Nurse,policy4,Chat,policy2,Group,Phone,In-Person Meeting,Morning,English
4005,39,Female,Married,2498.352651,3/6/2018,34257.5,906.881,High School Diploma,Odisha,Artist,policy3,Mobile App,policy1,Business,Phone,Email,Morning,French
4006,38,Male,Married,3450.859632,11/2/2022,44414.5,1073.734,Master's Degree,Dadra and Nagar Haveli,Salesperson,policy5,In-Person,policy1,Business,Email,Email,Anytime,German
4007,21,Male,Single,2284.946941,10/12/2023,32432.7,1150.47,Master's Degree,Delhi,Lawyer,policy2,Chat,policy3,Group,Text,In-Person Meeting,Afternoon,German
4008,30,Female,Divorced,10358.20059,2/5/2022,9570.8,10.418,Associate Degree,Arunachal Pradesh,Lawyer,policy3,Chat,policy1,Group,Text,In-Person Meeting,Morning,English
4009,43,Female,Widowed,6032.741136,1/24/1985,42842.2,386.757,High School Diploma,Goa,Doctor,policy1,Chat,policy3,Business,Email,Email,Weekends,English
4010,34,Female,Married,2192.472142,6/1/2022,30420.5,638.145,Associate Degree,Jharkhand,Manager,policy1,Mobile App,policy4,Group,Email,In-Person Meeting,Morning,German
4011,46,Female,Married,4519.183159,5/4/1991,18715.2,113.95,Doctorate,Dadra and Nagar Haveli,Entrepreneur,policy4,Mobile App,policy3,Group,In-Person Meeting,In-Person Meeting,Evening,English
4012,62,Male,Married,3959.326589,5/31/2002,24629.2,157.521,Associate Degree,Puducherry,Artist,policy3,Phone,policy3,Group,Email,In-Person Meeting,Weekends,German
4013,33,Male,Single,5606.43467,8/9/2022,22391.7,67.275,Bachelor's Degree,Andhra Pradesh,Lawyer,policy5,Email,policy5,Group,In-Person Meeting,Text,Morning,English
4014,32,Female,Divorced,9449.500594,1/4/2024,46210.6,227.08,Bachelor's Degree,Tamil Nadu,Salesperson,policy3,In-Person,policy2,Family,Phone,Text,Afternoon,English
4015,60,Female,Divorced,5051.238465,12/22/1984,16378.3,141.104,Associate Degree,Chhattisgarh,Nurse,policy3,Mobile App,policy1,Business,Mail,Phone,Morning,French
4016,42,Female,Married,3285.501033,11/26/2016,11184.4,317.026,Doctorate,Daman and Diu,Engineer,policy2,Email,policy3,Group,In-Person Meeting,In-Person Meeting,Afternoon,German
4017,30,Male,Divorced,1123.24989,12/27/2022,49162,1739.345,Doctorate,Puducherry,Manager,policy5,In-Person,policy2,Group,Text,Email,Evening,English
4018,30,Male,Single,1872.658345,9/25/2023,28384.1,925.818,Doctorate,Rajasthan,Salesperson,policy5,Mobile App,policy4,Business,Mail,Phone,Weekends,English
4019,64,Female,Widowed,5839.835375,7/14/2001,24394.6,214.58,Master's Degree,Puducherry,Lawyer,policy3,Chat,policy3,Business,Phone,Mail,Weekends,German
4020,39,Female,Widowed,4922.362328,12/2/2019,45457.6,422.513,Master's Degree,Chandigarh,Engineer,policy3,Chat,policy3,Group,In-Person Meeting,Mail,Morning,English
4021,26,Male,Married,1362.073143,1/10/2025,43577.7,1638.692,Bachelor's Degree,Lakshadweep,Artist,policy3,Phone,policy5,Business,Phone,Text,Evening,German
4022,65,Female,Married,5506.710805,8/12/1986,26739.4,211.651,High School Diploma,West Bengal,Artist,policy2,Phone,policy2,Business,In-Person Meeting,Text,Afternoon,German
4023,36,Female,Married,5143.432834,6/17/2003,18939.2,115.316,High School Diploma,Maharashtra,Salesperson,policy2,Phone,policy5,Group,Email,Phone,Morning,French
4024,39,Male,Divorced,3821.603516,10/18/2017,16355,348.617,Master's Degree,Karnataka,Lawyer,policy4,Mobile App,policy1,Family,Email,In-Person Meeting,Morning,Spanish
4025,36,Male,Separated,7993.183507,10/28/2022,30925.2,107.415,Master's Degree,Lakshadweep,Salesperson,policy1,Chat,policy5,Business,Email,In-Person Meeting,Evening,French
4026,51,Female,Married,3583.111935,11/12/1985,13750.8,114.022,Bachelor's Degree,Chhattisgarh,Engineer,policy3,Mobile App,policy4,Group,Mail,Email,Weekends,French
4027,33,Male,Divorced,6975.523108,12/26/2021,44398.1,158.56,Associate Degree,Chandigarh,Artist,policy3,In-Person,policy1,Family,Mail,Email,Morning,Spanish
4028,38,Female,Married,3840.328243,2/8/2024,31197.3,786.703,Master's Degree,Delhi,Entrepreneur,policy4,Chat,policy2,Family,Email,Mail,Afternoon,French
4029,55,Female,Divorced,7153.936143,8/9/1994,13284.4,126.113,Master's Degree,Arunachal Pradesh,Entrepreneur,policy2,Mobile App,policy4,Group,Text,Mail,Afternoon,Mandarin
4030,32,Male,Single,2520.057483,5/5/2024,7535.1,341.322,Doctorate,Telangana,Artist,policy3,Phone,policy5,Family,Mail,Phone,Afternoon,German
4031,31,Male,Married,1707.550002,12/8/2024,49595.2,1916.852,Doctorate,Tamil Nadu,Doctor,policy3,Phone,policy2,Family,Mail,In-Person Meeting,Anytime,French
4032,50,Male,Married,7653.730819,3/24/2024,43185.6,107.353,Bachelor's Degree,Karnataka,Salesperson,policy5,In-Person,policy2,Family,Phone,Mail,Afternoon,Spanish
4033,24,Female,Married,2091.871207,9/26/2024,28771.4,1055.979,Master's Degree,Assam,Engineer,policy3,In-Person,policy3,Group,Phone,Phone,Evening,German
4034,32,Female,Single,9676.537276,11/26/2020,48191.5,181.877,Doctorate,Punjab,Lawyer,policy3,In-Person,policy5,Business,Mail,Email,Afternoon,French
4035,39,Male,Divorced,6177.34477,3/30/2023,27874.8,84.71,Doctorate,Kerala,Salesperson,policy2,Mobile App,policy2,Individual,In-Person Meeting,In-Person Meeting,Morning,Mandarin
4036,21,Female,Separated,1752.381508,12/27/2023,47357,1798.3,Master's Degree,Tripura,Teacher,policy1,Chat,policy2,Family,Mail,Mail,Afternoon,French
4037,57,Female,Single,5638.925239,6/13/2018,44305.2,330.715,High School Diploma,Himachal Pradesh,Entrepreneur,policy3,Email,policy4,Business,Text,Phone,Morning,Mandarin
4038,42,Male,Divorced,3359.945707,4/1/2016,34767.5,815.125,Associate Degree,Delhi,Manager,policy5,Phone,policy3,Group,Text,Mail,Afternoon,Spanish
4039,44,Female,Married,3190.654296,4/14/2016,13908.1,310.187,Associate Degree,Uttar Pradesh,Lawyer,policy3,Chat,policy1,Group,Email,Phone,Morning,Mandarin
4040,28,Male,Single,1862.832027,7/30/2024,12757.5,500.763,Bachelor's Degree,Telangana,Manager,policy4,Mobile App,policy2,Group,Email,In-Person Meeting,Weekends,English
4041,43,Female,Married,4242.047229,12/16/2015,14212.2,217.588,Bachelor's Degree,Assam,Lawyer,policy1,Email,policy5,Family,Email,Email,Morning,German
4042,32,Male,Single,1363.52152,2/12/2025,37476.7,1828.164,Master's Degree,Andaman and Nicobar Islands,Nurse,policy3,Mobile App,policy5,Family,Email,In-Person Meeting,Afternoon,German
4043,45,Male,Divorced,7502.336559,1/25/2024,17193.7,39.58,Associate Degree,Goa,Artist,policy5,Phone,policy3,Family,Email,Phone,Morning,German
4044,26,Female,Married,3467.541595,11/18/2016,11691.4,152.099,Doctorate,Daman and Diu,Engineer,policy3,In-Person,policy1,Group,Mail,In-Person Meeting,Afternoon,German
4045,35,Female,Divorced,2010.894168,3/25/2024,16300,359.75,Doctorate,Nagaland,Engineer,policy1,Chat,policy5,Individual,In-Person Meeting,In-Person Meeting,Anytime,German
4046,41,Female,Single,3514.465631,8/8/2023,46327.4,579.978,Associate Degree,Karnataka,Artist,policy2,Phone,policy2,Group,Email,In-Person Meeting,Weekends,English
4047,20,Male,Single,1143.049253,3/17/2025,36839.4,1754.197,Doctorate,Assam,Nurse,policy5,Mobile App,policy1,Family,In-Person Meeting,Phone,Afternoon,English
4048,48,Female,Divorced,3911.969886,2/3/1987,43132.5,378.212,Doctorate,Lakshadweep,Doctor,policy5,In-Person,policy3,Group,Mail,In-Person Meeting,Anytime,French
4049,27,Female,Married,2247.593621,1/14/2024,15745,669.547,High School Diploma,Daman and Diu,Manager,policy1,Email,policy4,Individual,Mail,In-Person Meeting,Anytime,German
4050,34,Male,Divorced,2607.853361,6/9/2020,7378.2,114.9,Associate Degree,Andhra Pradesh,Artist,policy3,Mobile App,policy4,Individual,Email,Phone,Afternoon,Mandarin
4051,63,Male,Widowed,6493.482474,6/2/2002,42268.4,358.513,Associate Degree,Madhya Pradesh,Doctor,policy3,Mobile App,policy5,Group,In-Person Meeting,Mail,Weekends,French
4052,44,Female,Married,3971.516515,12/11/2015,29870.9,754.953,Bachelor's Degree,Delhi,Manager,policy3,Email,policy3,Group,In-Person Meeting,Text,Morning,Mandarin
4053,46,Female,Separated,7438.471101,4/8/2021,13419.3,13.653,High School Diploma,Gujarat,Entrepreneur,policy2,Phone,policy3,Group,In-Person Meeting,In-Person Meeting,Evening,French
4054,61,Female,Widowed,5481.712912,3/15/1976,37580,236.878,Master's Degree,Gujarat,Doctor,policy1,Mobile App,policy1,Family,Phone,In-Person Meeting,Morning,Spanish
4055,74,Female,Married,4223.826836,9/29/1987,49004.1,363.535,Associate Degree,Delhi,Teacher,policy5,Email,policy4,Family,In-Person Meeting,In-Person Meeting,Anytime,French
4056,31,Male,Single,2089.258543,11/21/2023,36440,1597.731,Doctorate,Punjab,Engineer,policy1,Phone,policy2,Family,Text,Text,Weekends,English
4057,41,Male,Married,4106.191153,1/2/2016,26150.9,354.029,Bachelor's Degree,Daman and Diu,Manager,policy1,Phone,policy1,Business,In-Person Meeting,Email,Evening,English
4058,65,Female,Divorced,6328.993621,8/7/2013,28399.6,188.537,High School Diploma,Chandigarh,Teacher,policy4,Phone,policy3,Individual,In-Person Meeting,Phone,Morning,French
4059,42,Female,Divorced,3322.196888,11/17/2021,28506.2,365.577,Associate Degree,Arunachal Pradesh,Nurse,policy3,In-Person,policy5,Group,Phone,Phone,Weekends,Spanish
4060,33,Female,Single,1454.158969,2/5/2024,35943.9,1165.938,Bachelor's Degree,Tripura,Salesperson,policy3,In-Person,policy2,Business,Email,Phone,Afternoon,French
4061,20,Male,Married,1898.927414,12/10/2024,21489.9,1020.642,Associate Degree,Chhattisgarh,Engineer,policy4,In-Person,policy1,Business,Email,Mail,Anytime,German
4062,30,Male,Married,2040.709104,12/21/2023,28090.7,1335.979,Associate Degree,Bihar,Entrepreneur,policy1,Chat,policy5,Individual,Mail,In-Person Meeting,Afternoon,French
4063,41,Female,Married,3423.880008,6/22/2021,33856.5,735.997,Associate Degree,Daman and Diu,Engineer,policy2,In-Person,policy4,Group,Text,Mail,Morning,German
